Date,Location,Series_Complete_Cumulative
04/24/2021,DE,321474
06/12/2021,KS,1258668
03/24/2021,IN,1092394
05/05/2021,RI,449935
12/02/2021,KS,1608074
05/14/2021,WI,2551231
04/21/2021,OR,1229215
07/24/2021,SC,2097480
11/29/2021,FM,42601
12/10/2021,UT,1840996
11/08/2021,PA,7379562
12/06/2021,NV,1701633
12/27/2020,RP,0
07/01/2021,NY,10848455
08/14/2021,FM,33368
07/23/2021,MP,28968
12/06/2021,OK,2069486
06/25/2021,DE,499519
07/29/2021,NJ,5276632
03/23/2021,IL,2152104
08/14/2021,MN,3219895
10/25/2021,MA,4796368
01/28/2021,UT,57613
07/06/2021,GU,95070
07/28/2021,HI,764722
07/08/2021,NM,1138662
09/20/2021,HI,817476
04/12/2021,MH,11630
05/23/2021,NC,4105788
05/27/2021,MT,436350
03/31/2021,KS,586946
08/28/2021,RI,696979
04/28/2021,AK,278887
01/09/2021,MT,6876
08/09/2021,GA,4142260
11/06/2021,PR,2365475
06/25/2021,WA,4113744
07/20/2021,ME,865284
01/17/2021,WV,38066
04/08/2021,CO,1334573
07/09/2021,WY,213538
11/20/2021,NE,1107838
02/15/2021,NH,77402
04/04/2021,SC,964588
11/07/2021,NH,873194
11/12/2021,MD,4047210
05/22/2021,AS,19410
08/11/2021,HI,774243
05/13/2021,US,129756908
07/21/2021,MD,3557806
08/22/2021,CT,2352092
02/25/2021,IA,202557
03/24/2021,VI,16403
07/26/2021,KS,1345804
01/05/2021,SC,2538
03/20/2021,IL,2071192
10/11/2021,NM,1292321
07/02/2021,MT,471093
06/02/2021,WY,197178
01/25/2021,OH,125922
02/03/2021,MT,40140
05/30/2021,CA,18073725
02/28/2021,DE,96124
11/12/2021,AR,1480729
09/20/2021,MA,4667309
02/04/2021,GA,216011
05/22/2021,MA,3604756
04/26/2021,KS,973236
06/06/2021,VT,385110
01/25/2021,MO,92697
02/17/2021,IL,599940
02/26/2021,KY,406630
02/27/2021,KS,254803
08/07/2021,MO,2665959
07/25/2021,PR,2052364
11/09/2021,MI,5403822
12/10/2021,HI,882983
04/07/2021,NJ,2185882
12/13/2020,RP,0
11/07/2021,HI,853920
12/27/2020,DE,25
12/14/2020,VA,362
05/23/2021,DC,352299
03/18/2021,AK,165292
02/14/2021,KS,149826
11/07/2021,IA,1772273
05/15/2021,OH,4586727
06/16/2021,GU,88169
06/10/2021,DE,474562
07/26/2021,VA,4764906
10/23/2021,ID,784115
06/16/2021,UT,1348439
09/22/2021,CA,23303872
02/12/2021,MN,276718
10/06/2021,ND,364236
08/16/2021,MO,2728795
10/28/2021,US,192094271
05/29/2021,SC,1841277
03/30/2021,MP,12069
03/24/2021,OH,1896194
11/23/2021,NC,5701771
12/20/2020,OK,66
06/12/2021,GU,86734
11/30/2021,MH,22165
03/27/2021,CA,6990533
07/17/2021,TN,2682604
03/16/2021,WV,445973
12/03/2021,RP,15839
07/09/2021,MH,16934
10/16/2021,IN,3335640
10/09/2021,NV,1599643
02/02/2021,VA,191801
07/28/2021,DE,523626
07/06/2021,NH,790378
01/31/2021,KY,97839
11/05/2021,SC,2602808
12/10/2021,WV,1279016
01/15/2021,AZ,37692
12/15/2020,LA,137
03/09/2021,CO,718495
02/27/2021,OH,1035091
12/15/2020,CT,34
11/25/2021,NJ,6020636
08/04/2021,CO,3214514
03/30/2021,AR,491704
05/11/2021,VA,3511034
12/23/2020,US,13964
08/17/2021,CA,21839371
06/06/2021,GA,3626119
09/24/2021,MI,5238021
10/19/2021,PA,7244165
12/01/2021,WI,3491284
02/01/2021,HI,44492
03/14/2021,TN,745110
02/13/2021,GA,408711
07/08/2021,TN,2647808
10/16/2021,OK,1966320
12/10/2021,WI,3547709
02/01/2021,US,7847440
06/28/2021,VI,37253
06/20/2021,VI,36263
07/17/2021,CT,2256337
03/17/2021,WY,90623
06/03/2021,WI,2767208
07/25/2021,WY,217380
11/03/2021,MO,3087214
10/20/2021,FL,12818029
10/26/2021,LA,2224019
11/26/2021,ND,384960
02/07/2021,PA,431367
09/19/2021,KY,2151675
06/04/2021,NC,4268296
11/11/2021,FM,41689
01/01/2021,AK,130
11/28/2021,US,196650919
03/22/2021,SD,174029
12/13/2021,WI,3557769
06/17/2021,UT,1353939
06/26/2021,MD,3425032
06/06/2021,VI,34578
02/09/2021,NH,61370
05/04/2021,VA,3246906
06/16/2021,CO,2967814
06/17/2021,KY,1813928
02/03/2021,HI,53811
01/23/2021,WA,96265
11/10/2021,NE,1101486
08/19/2021,PR,2138228
01/08/2021,OH,11037
09/21/2021,GU,114658
01/28/2021,MP,3063
10/13/2021,KS,1538953
11/19/2021,WI,3456537
05/22/2021,HI,674939
04/25/2021,MN,2006365
07/01/2021,DC,393140
02/24/2021,IA,195316
02/09/2021,AK,60679
07/08/2021,WA,4203956
03/06/2021,MT,136329
01/01/2021,DC,191
07/06/2021,MH,16783
03/07/2021,OH,1294337
12/23/2020,LA,483
05/18/2021,VT,324486
02/13/2021,WA,362317
09/14/2021,NY,12249978
01/12/2021,NE,15727
03/30/2021,US,61522605
05/31/2021,MS,937380
01/29/2021,GA,133012
08/25/2021,IL,7152027
11/26/2021,PA,7496518
06/16/2021,NH,764668
06/19/2021,MO,2449142
10/12/2021,WI,3372142
09/02/2021,NM,1227616
08/28/2021,HI,791265
03/02/2021,KS,267789
02/05/2021,FM,236
09/24/2021,MT,523013
05/01/2021,NE,722814
02/10/2021,AS,5058
04/29/2021,AZ,2377270
09/16/2021,NH,843508
08/28/2021,CT,2375739
07/06/2021,MT,472150
09/06/2021,CO,3365268
08/16/2021,SC,2176924
02/20/2021,KY,318751
08/01/2021,MO,2627230
01/12/2021,IL,106380
08/06/2021,FL,10827363
06/04/2021,CO,2805969
03/02/2021,MN,587443
06/22/2021,WV,1045732
07/18/2021,FM,28837
07/24/2021,AK,346528
01/10/2021,WY,1954
11/18/2021,MH,21887
03/22/2021,ME,236748
07/19/2021,NH,800529
05/18/2021,CT,1854069
08/15/2021,MO,2719700
10/01/2021,MO,2999661
06/11/2021,CO,2912555
09/08/2021,VA,5083743
01/16/2021,DE,6343
02/03/2021,FM,145
10/23/2021,IA,1755455
08/01/2021,CA,21308829
05/10/2021,GA,3137987
07/12/2021,IA,1564769
07/05/2021,IN,2906334
10/04/2021,LA,2166393
11/05/2021,UT,1760913
01/16/2021,MP,1413
10/22/2021,MS,1365673
11/09/2021,ND,379429
03/08/2021,MS,308867
09/23/2021,MN,3389442
05/28/2021,WA,3633243
11/10/2021,UT,1770265
10/03/2021,AL,2138395
10/08/2021,VI,49864
04/12/2021,US,83901984
08/01/2021,IA,1593057
10/20/2021,AK,386632
12/01/2021,GA,5246757
05/20/2021,MA,3525933
08/01/2021,PA,6587988
09/22/2021,WI,3296866
05/05/2021,SD,348961
11/14/2021,IN,3391568
12/01/2021,OK,2055063
05/17/2021,SD,368688
01/12/2021,MI,53309
01/26/2021,WV,74504
11/06/2021,MH,21507
05/11/2021,MO,2122032
02/24/2021,SD,93105
03/18/2021,US,47764920
03/31/2021,SD,212933
06/14/2021,AZ,3106334
12/27/2020,NV,18
02/26/2021,ME,124777
02/26/2021,IN,596617
11/06/2021,KY,2307987
11/08/2021,MT,548456
05/27/2021,MN,2787960
10/27/2021,PA,7299494
07/30/2021,MS,1061022
11/14/2021,PA,7415399
08/02/2021,ME,873469
08/12/2021,LA,1822555
02/04/2021,MO,167939
10/03/2021,VA,5276778
08/24/2021,FM,34226
04/09/2021,WA,1925475
04/20/2021,WY,156277
11/17/2021,WY,262681
01/18/2021,MI,86455
09/21/2021,CT,2449874
10/15/2021,LA,2200104
09/15/2021,NH,842757
07/12/2021,WY,213917
05/02/2021,OH,4115645
06/07/2021,KS,1234965
10/26/2021,RP,15662
11/09/2021,US,194002358
03/21/2021,WA,1213645
12/26/2020,GU,2
05/16/2021,VI,31768
03/10/2021,MS,328404
05/29/2021,VI,33696
03/07/2021,NC,1170119
05/10/2021,CO,2372835
11/06/2021,HI,853795
09/22/2021,VI,48527
06/17/2021,FM,24576
04/04/2021,MP,12490
12/25/2020,DC,142
02/13/2021,GU,14224
09/18/2021,TN,3093322
11/06/2021,FL,13013211
02/22/2021,ID,115608
09/30/2021,ND,361367
02/03/2021,KS,90109
02/11/2021,MS,124880
03/31/2021,VT,140843
08/19/2021,US,172348569
02/16/2021,GU,15576
08/19/2021,WA,4418795
09/19/2021,MD,3853866
01/24/2021,ID,19694
01/31/2021,WY,12909
12/27/2020,SD,3
12/14/2020,MI,12
01/05/2021,ND,657
04/18/2021,NM,716830
12/12/2021,IN,3466374
09/10/2021,CO,3388384
12/19/2020,OR,10
01/02/2021,MO,276
09/06/2021,VA,5064346
01/22/2021,CO,90522
10/29/2021,PR,2359098
10/25/2021,TX,15500388
12/07/2021,NC,5809881
12/29/2020,VT,29
08/06/2021,DC,408978
06/21/2021,AZ,3169399
06/14/2021,MH,15522
09/20/2021,GA,4693164
11/22/2021,AR,1490570
04/26/2021,GA,2571988
12/19/2020,GA,560
03/10/2021,VT,80815
09/23/2021,MP,33939
10/03/2021,AS,29097
10/19/2021,FL,12805627
02/02/2021,KS,82161
12/09/2021,KS,1626768
11/03/2021,PA,7348465
11/28/2021,KY,2340826
01/24/2021,WV,64472
02/06/2021,NJ,280185
11/07/2021,OR,2681615
01/18/2021,MH,4
02/25/2021,AK,110253
02/13/2021,DE,39512
07/20/2021,RP,13450
02/15/2021,VT,42699
03/22/2021,AZ,1193224
05/02/2021,AK,282918
10/21/2021,RI,750439
08/26/2021,OK,1749763
09/16/2021,DE,560965
07/31/2021,SC,2117902
03/31/2021,GU,35326
02/10/2021,IA,137116
05/31/2021,AZ,2922333
02/01/2021,AK,33006
01/08/2021,DE,2306
08/01/2021,NE,973488
08/30/2021,TN,2930956
10/28/2021,DC,445975
08/12/2021,RP,13636
08/16/2021,PA,6703587
05/26/2021,US,141694351
08/12/2021,NC,4864076
01/22/2021,NH,17331
01/27/2021,KS,56069
07/02/2021,VA,4613268
10/02/2021,MN,3412968
12/05/2021,DE,608625
08/23/2021,NC,4971846
05/08/2021,RI,468390
10/20/2021,NV,1620397
10/06/2021,AL,2150505
04/23/2021,MP,16657
11/27/2021,NH,883213
12/10/2021,WY,270264
01/16/2021,MH,4
10/09/2021,WA,4779730
06/30/2021,MI,4778177
03/23/2021,US,52115891
07/15/2021,CT,2250939
04/10/2021,DE,244093
08/30/2021,AK,361409
03/18/2021,MP,9995
12/03/2021,MS,1412364
12/18/2020,MI,106
12/22/2020,ND,66
07/03/2021,MH,16633
07/17/2021,MT,477687
08/16/2021,ND,332215
07/02/2021,AL,1659936
09/18/2021,IA,1700925
07/15/2021,MA,4377064
10/28/2021,AZ,3887098
03/08/2021,AS,10317
03/27/2021,US,58084985
06/11/2021,MA,4095788
12/20/2020,MT,56
03/08/2021,HI,206594
07/01/2021,IA,1548384
12/14/2021,NE,1142014
09/20/2021,NC,5297636
10/22/2021,RI,751250
07/14/2021,TX,12658104
11/27/2021,AR,1495266
02/17/2021,AS,8290
08/04/2021,MH,17859
03/25/2021,PR,573964
08/22/2021,NM,1202361
06/12/2021,OK,1510270
09/10/2021,NV,1523093
04/16/2021,KY,1250896
01/24/2021,UT,31638
05/13/2021,MS,888606
06/04/2021,OH,4950540
10/11/2021,NH,859032
05/26/2021,MP,22206
08/02/2021,AR,1157080
08/11/2021,AK,352448
07/31/2021,HI,767339
09/08/2021,OR,2511917
01/19/2021,CT,36033
02/22/2021,FM,2879
03/02/2021,IA,244744
10/07/2021,MI,5290566
11/01/2021,US,192702952
04/13/2021,ND,225637
04/26/2021,AK,274982
10/15/2021,TX,15357094
10/18/2021,DE,581101
01/29/2021,UT,66226
06/02/2021,MT,441475
11/16/2021,IL,7784209
05/31/2021,GU,80474
07/25/2021,FL,10601985
01/04/2021,KY,1141
05/11/2021,GA,3170489
01/22/2021,ID,18956
10/02/2021,MT,528243
11/19/2021,NV,1670784
12/04/2021,IA,1816142
12/08/2021,MN,3612386
12/26/2020,PR,155
04/11/2021,MS,645422
09/19/2021,MT,518356
10/10/2021,NH,858482
12/25/2020,RP,0
10/01/2021,SD,458210
03/14/2021,NV,379366
09/09/2021,KY,2098327
11/26/2021,AR,1494198
11/06/2021,AL,2231397
12/10/2021,DC,467446
11/24/2021,ME,972529
05/09/2021,NE,787679
01/30/2021,MN,140179
03/27/2021,NE,374668
01/31/2021,HI,41231
02/24/2021,OR,348395
06/23/2021,MA,4247762
12/13/2020,OR,0
09/24/2021,NE,1062942
03/28/2021,KS,544593
06/22/2021,MS,994917
09/28/2021,US,185809307
12/21/2020,ND,66
04/11/2021,AL,897854
04/25/2021,AZ,2243667
02/21/2021,ME,101090
08/22/2021,MN,3249457
09/07/2021,AS,26368
12/21/2020,MI,329
09/28/2021,NJ,5767349
07/10/2021,WA,4219190
01/28/2021,CA,632707
03/29/2021,TN,1058590
12/02/2021,CT,2586397
09/13/2021,HI,809131
02/08/2021,ID,53084
02/27/2021,WV,341934
08/20/2021,TX,13589818
01/02/2021,LA,741
04/08/2021,CA,9255129
08/29/2021,WA,4479815
06/03/2021,AR,1018384
05/02/2021,FM,14882
10/14/2021,CO,3524742
09/11/2021,IN,3200351
11/07/2021,ND,378505
10/13/2021,FM,39934
07/16/2021,NH,798700
07/13/2021,MH,17094
12/11/2021,KY,2388092
12/29/2020,VI,0
02/12/2021,OR,218447
08/18/2021,VA,4909867
09/15/2021,GA,4620885
12/17/2020,NY,116
07/21/2021,AR,1128850
08/05/2021,KY,1948133
12/18/2020,WI,22
03/11/2021,KS,359242
04/17/2021,HI,472599
03/21/2021,DC,97992
11/22/2021,AS,31367
10/11/2021,NC,5485389
04/04/2021,SD,225857
08/02/2021,OR,2400109
01/13/2021,KY,19747
06/23/2021,OR,2284140
08/25/2021,CT,2364554
08/01/2021,CO,3202907
03/19/2021,AS,12030
06/25/2021,NM,1116662
07/17/2021,VT,423089
03/19/2021,CA,5872077
11/05/2021,PR,2364971
07/05/2021,VA,4626021
05/12/2021,GU,70978
10/04/2021,CT,2480542
10/27/2021,CA,24249451
07/28/2021,RP,13452
12/04/2021,MI,5530141
01/11/2021,OH,18434
01/24/2021,NE,35798
06/24/2021,NC,4541553
02/10/2021,SD,58902
05/02/2021,RP,8866
09/18/2021,AR,1387420
04/21/2021,DC,215676
11/22/2021,AL,2261678
02/08/2021,MA,235895
12/19/2020,MT,51
06/06/2021,DC,370615
06/22/2021,OH,5264604
08/16/2021,OH,5603954
06/20/2021,RP,12530
02/14/2021,DE,39773
06/26/2021,WV,1052124
11/17/2021,MT,552656
03/30/2021,WI,1180867
04/02/2021,NM,568165
06/23/2021,OK,1546672
12/06/2021,WY,268393
05/04/2021,IA,1199291
07/23/2021,MT,480427
10/11/2021,HI,839101
02/28/2021,UT,261909
11/25/2021,DE,600611
03/04/2021,MN,642839
12/15/2021,NV,1714555
10/16/2021,ID,776544
10/20/2021,MP,34611
08/10/2021,MN,3205567
12/10/2021,NV,1710573
05/09/2021,SC,1661369
11/30/2021,US,197360375
02/19/2021,DE,52878
05/10/2021,NC,3834310
01/01/2021,MI,974
05/29/2021,UT,1249295
09/30/2021,VA,5257491
05/02/2021,MP,18459
02/07/2021,CO,252001
07/25/2021,NE,965966
07/11/2021,VI,38402
04/06/2021,NM,596760
05/11/2021,SD,360095
03/11/2021,MA,885036
11/22/2021,NH,881163
11/25/2021,SD,482492
12/05/2021,CT,2603229
02/03/2021,MI,301103
11/30/2021,NV,1687604
05/04/2021,AS,17628
09/24/2021,TX,14912476
12/31/2020,TN,2924
12/07/2021,ND,391392
10/03/2021,SC,2482559
05/14/2021,NJ,4003338
09/10/2021,DE,556806
02/28/2021,CT,372009
03/17/2021,PR,492117
10/11/2021,NV,1602962
07/31/2021,IA,1592561
03/07/2021,NJ,977089
04/13/2021,MH,11761
06/16/2021,AK,328274
02/12/2021,FM,935
02/11/2021,TX,1325753
05/21/2021,AS,19346
12/28/2020,ND,67
05/27/2021,VI,33501
04/03/2021,MD,1275188
01/14/2021,OH,34697
03/05/2021,MI,1052477
07/11/2021,KY,1889585
07/13/2021,KY,1894838
12/23/2020,MA,36
06/05/2021,NJ,4609902
06/16/2021,TN,2543241
02/27/2021,GU,22797
07/16/2021,GU,97571
08/12/2021,FM,33102
04/26/2021,SC,1452767
01/05/2021,AL,785
04/17/2021,VI,25592
08/07/2021,AL,1754419
07/29/2021,LA,1761917
09/29/2021,CA,23522231
12/29/2020,LA,592
06/28/2021,AK,335778
02/17/2021,CO,381935
02/17/2021,MS,147247
06/08/2021,UT,1300713
09/30/2021,NJ,5780848
08/03/2021,NM,1172570
09/29/2021,PA,7102799
05/18/2021,TX,10345854
05/28/2021,IA,1421443
01/04/2021,VT,123
08/14/2021,CO,3256836
04/12/2021,PR,899536
07/30/2021,SC,2115454
10/23/2021,MN,3459522
03/05/2021,FL,2231006
12/26/2020,IN,476
01/13/2021,PA,82996
10/17/2021,US,190059491
01/29/2021,MP,3063
06/28/2021,RP,13121
07/30/2021,IN,3007911
03/14/2021,US,43562386
02/17/2021,PR,221377
03/26/2021,LA,807711
04/16/2021,WA,2173105
11/06/2021,NC,5634263
05/08/2021,NY,8195604
12/07/2021,AL,2292237
01/31/2021,CT,100588
07/14/2021,ND,321492
05/28/2021,PA,5687280
05/11/2021,MN,2446298
04/04/2021,IA,720462
08/29/2021,MA,4569632
12/14/2020,GU,0
02/14/2021,MT,64262
05/06/2021,MO,2043020
08/12/2021,CT,2321424
09/05/2021,SC,2303147
06/08/2021,NY,10031247
06/07/2021,ME,794416
04/20/2021,CO,1695290
08/15/2021,MD,3663159
08/09/2021,ID,688666
12/15/2020,IN,65
11/05/2021,AS,31166
04/15/2021,NJ,2631492
03/25/2021,SD,191948
03/29/2021,MI,1793234
12/18/2020,FL,173
01/25/2021,HI,26894
01/16/2021,IA,13497
07/16/2021,MI,4866785
12/08/2021,MH,22435
08/13/2021,OK,1683836
12/11/2021,DC,467947
12/13/2021,KS,1633458
06/15/2021,NV,1261913
08/21/2021,FL,11253289
07/02/2021,FM,26618
07/25/2021,ND,324826
09/29/2021,LA,2150012
04/24/2021,OH,3751524
12/08/2021,HI,880333
11/22/2021,TN,3381720
04/22/2021,VA,2706193
04/01/2021,DE,184614
06/12/2021,FM,23581
03/05/2021,SC,519366
04/24/2021,KS,959094
08/20/2021,WY,226675
09/06/2021,ND,344032
01/10/2021,KS,20557
09/25/2021,VT,440278
01/31/2021,IL,268987
04/29/2021,FM,14749
07/14/2021,GA,3968627
07/22/2021,AK,345833
08/28/2021,CA,22324519
01/25/2021,MD,73965
01/27/2021,WI,99009
05/13/2021,DE,404490
11/09/2021,MA,4847567
02/24/2021,US,25753293
12/24/2020,KS,96
02/22/2021,OR,323759
12/13/2020,ID,37
12/22/2020,VA,595
01/02/2021,ID,231
10/20/2021,MH,20439
02/04/2021,WA,220526
03/13/2021,FL,2695770
11/25/2021,NC,5706018
04/11/2021,WV,750813
06/16/2021,NC,4460382
12/21/2020,RP,0
04/19/2021,MP,15940
10/15/2021,PR,2345887
11/03/2021,AZ,3908872
01/01/2021,NH,12
02/25/2021,CO,487889
03/19/2021,HI,262890
07/09/2021,MN,3118437
12/25/2020,MI,414
11/01/2021,OH,6111831
09/20/2021,ND,353708
09/22/2021,OR,2570010
11/03/2021,CT,2535361
05/12/2021,MP,20353
12/10/2021,RI,794392
12/05/2021,FM,42728
04/21/2021,ME,495865
08/08/2021,KS,1371422
12/24/2020,NE,194
07/22/2021,MA,4407203
06/04/2021,LA,1582644
05/29/2021,TX,10987411
07/21/2021,TX,12803093
05/31/2021,SD,380134
12/26/2020,IA,17
06/19/2021,GA,3783722
04/14/2021,MI,2625907
10/23/2021,RI,751739
07/14/2021,KS,1326677
09/06/2021,OH,5763752
03/13/2021,MP,9192
04/11/2021,LA,1090537
05/06/2021,ND,277063
08/13/2021,WA,4388012
09/17/2021,MA,4656079
04/24/2021,CO,1859713
11/06/2021,TN,3341372
12/18/2020,CT,71
03/31/2021,NH,261025
05/06/2021,MD,2429728
09/28/2021,ID,753489
08/27/2021,IL,7179171
09/08/2021,RI,708519
05/31/2021,UT,1250566
01/25/2021,MA,97491
06/04/2021,CA,18537289
03/09/2021,DC,75238
02/04/2021,VA,231796
08/02/2021,GA,4094820
09/07/2021,DC,423318
02/03/2021,ID,39542
08/09/2021,HI,772685
09/23/2021,WY,242756
11/12/2021,RI,762458
01/31/2021,VA,163936
01/17/2021,WY,4092
05/26/2021,CA,17778924
05/09/2021,RI,472087
12/28/2020,SC,125
01/26/2021,KS,49263
04/19/2021,OR,1179723
10/25/2021,VA,5403697
05/04/2021,FL,7254115
03/03/2021,OR,427632
03/08/2021,PA,1329798
03/06/2021,AZ,809514
07/25/2021,GU,99310
01/27/2021,ND,23205
01/13/2021,DC,4741
02/25/2021,NC,936399
07/01/2021,NM,1127836
10/29/2021,AK,389993
01/28/2021,OK,99556
05/10/2021,WI,2450040
09/07/2021,MT,508908
09/25/2021,MS,1312684
11/21/2021,TN,3378810
09/08/2021,CO,3376749
08/20/2021,MO,2766371
03/09/2021,IL,1482155
05/12/2021,DE,401299
08/23/2021,IN,3109981
01/30/2021,KS,69850
06/17/2021,MD,3345950
12/16/2020,OH,7
04/05/2021,PA,2712504
10/04/2021,US,187365518
06/29/2021,SC,2018594
08/10/2021,TX,13247665
10/24/2021,MA,4792375
02/25/2021,WV,316230
03/05/2021,NC,1143012
02/23/2021,LA,366133
04/29/2021,NV,917767
01/12/2021,NJ,36586
04/24/2021,TN,1835756
02/13/2021,NE,112635
08/25/2021,PR,2160013
09/04/2021,NJ,5583197
05/04/2021,CT,1570556
03/24/2021,MH,8880
05/13/2021,NE,812518
10/19/2021,IA,1750073
11/19/2021,AZ,3970415
11/18/2021,WV,1246710
11/22/2021,KY,2333271
03/11/2021,TX,3169508
10/17/2021,AK,385564
04/20/2021,MO,1660464
06/22/2021,WA,4079080
01/08/2021,IL,67024
02/19/2021,TN,385399
05/11/2021,NY,8436683
11/06/2021,SC,2604474
05/10/2021,RI,475173
06/28/2021,IL,6584577
01/25/2021,WV,70516
09/04/2021,WI,3213310
04/28/2021,AS,17352
04/05/2021,NM,584075
04/25/2021,FL,6329691
12/07/2021,NJ,6123035
08/22/2021,MO,2775587
10/31/2021,TN,3321704
06/04/2021,ID,627046
10/31/2021,GA,5084972
11/20/2021,NC,5691263
07/15/2021,TX,12681971
12/13/2020,OK,9
08/23/2021,CT,2355974
10/25/2021,TN,3301632
02/01/2021,OK,125521
10/08/2021,UT,1698126
11/24/2021,AK,397434
12/02/2021,OH,6268744
09/13/2021,FL,12063458
06/05/2021,MA,3970966
08/26/2021,MP,32095
05/25/2021,FM,20035
04/12/2021,RP,6926
05/03/2021,AK,283775
09/23/2021,ID,746989
12/30/2020,IN,850
02/05/2021,ND,42111
12/02/2021,IL,7906656
01/23/2021,AL,35880
03/19/2021,ND,136839
12/15/2021,KS,1633458
03/27/2021,NC,1874401
09/23/2021,AR,1400519
11/16/2021,IA,1781220
03/27/2021,VA,1517612
05/23/2021,AR,985455
05/02/2021,MS,833137
06/20/2021,PA,6229017
04/02/2021,AR,548561
01/09/2021,NC,26700
06/20/2021,NM,1102720
11/18/2021,HI,859662
01/24/2021,OK,60075
12/12/2021,AS,31768
07/06/2021,SC,2041129
05/22/2021,WA,3474612
12/22/2020,FM,0
07/23/2021,WY,217203
12/13/2021,SD,496608
04/04/2021,DE,200110
11/03/2021,TN,3331929
09/15/2021,WA,4601453
07/04/2021,RI,646261
09/11/2021,OH,5809422
03/02/2021,VT,64273
05/03/2021,DC,273637
07/31/2021,TX,13019813
05/30/2021,ID,616739
07/24/2021,NY,11251759
03/16/2021,AS,11507
11/19/2021,RI,766057
01/17/2021,LA,39220
05/07/2021,RP,9140
06/07/2021,WY,200170
03/24/2021,VA,1410287
02/03/2021,TN,249964
06/15/2021,OH,5173521
07/23/2021,AR,1135124
08/02/2021,MS,1065447
05/12/2021,CA,15786127
08/10/2021,NJ,5357788
01/08/2021,MS,5656
07/08/2021,NC,4642578
11/25/2021,VT,455612
03/04/2021,IL,1243892
05/18/2021,AZ,2764406
10/11/2021,GU,119777
02/23/2021,VT,53192
12/07/2021,PR,2405303
04/16/2021,NH,388572
07/12/2021,VI,38500
03/22/2021,UT,441326
02/24/2021,NV,223629
05/24/2021,SC,1804218
01/19/2021,IA,20857
10/14/2021,ND,368879
04/25/2021,NC,3297110
03/11/2021,PA,1487360
04/02/2021,CA,8048691
08/14/2021,NM,1188904
10/10/2021,OR,2630560
12/05/2021,AL,2286745
02/04/2021,OR,133289
07/12/2021,MO,2538176
12/15/2020,VA,383
03/14/2021,TX,3328589
06/18/2021,GU,89428
06/25/2021,FM,25420
11/16/2021,LA,2261929
05/29/2021,FM,20898
07/22/2021,CT,2269120
10/21/2021,MN,3455688
01/09/2021,MN,14048
08/30/2021,CA,22394109
09/08/2021,NE,1036711
03/06/2021,GA,851860
03/19/2021,IL,2039544
06/25/2021,MP,26118
11/09/2021,ID,798893
01/22/2021,MP,3019
05/22/2021,NV,1136525
11/22/2021,IN,3406417
08/23/2021,NV,1460197
11/04/2021,WV,1225164
11/21/2021,NJ,6008176
09/25/2021,SD,454869
04/17/2021,ND,240638
05/19/2021,MP,21345
04/13/2021,GU,45868
01/31/2021,KS,70148
04/18/2021,ND,240715
10/12/2021,US,189124042
07/20/2021,WI,3037756
09/09/2021,MN,3336916
07/16/2021,IL,6778198
07/31/2021,MS,1062229
10/03/2021,IL,7533259
11/04/2021,MO,3090056
02/24/2021,DE,77671
02/16/2021,SC,280586
07/05/2021,MA,4323213
09/08/2021,OK,1818418
11/11/2021,CO,3608806
11/13/2021,FL,13080852
10/30/2021,NH,868873
09/01/2021,SD,437682
02/14/2021,MA,321656
11/15/2021,MT,551526
05/29/2021,CA,18046423
04/09/2021,IL,3192472
05/03/2021,MO,1959408
09/21/2021,WI,3290964
06/21/2021,MN,3039732
10/03/2021,MI,5273046
07/13/2021,MI,4849853
12/18/2020,NM,140
03/07/2021,MN,698769
08/21/2021,WY,226889
10/01/2021,IL,7521626
01/16/2021,IL,122160
04/08/2021,AR,629025
05/22/2021,CT,1923178
07/02/2021,MN,3095598
09/28/2021,MD,3893758
03/24/2021,SD,184248
02/02/2021,NY,487482
09/11/2021,VI,47281
06/02/2021,IL,5968275
03/12/2021,VT,87150
01/30/2021,AS,1120
03/13/2021,ID,225792
01/06/2021,CT,3310
10/04/2021,NC,5431069
10/19/2021,CO,3540327
10/29/2021,MP,34851
06/05/2021,VA,4201215
03/27/2021,KY,777745
06/28/2021,DE,501644
10/03/2021,US,187117544
03/26/2021,ME,267350
09/21/2021,NH,847233
05/03/2021,GA,2901239
03/10/2021,NC,1273696
11/21/2021,NE,1108055
06/26/2021,NC,4559013
02/15/2021,LA,299040
10/30/2021,ME,955723
07/30/2021,IA,1591690
02/06/2021,RI,41745
03/06/2021,AL,446291
09/16/2021,MT,516749
02/06/2021,AR,114927
09/30/2021,MS,1325321
02/19/2021,AZ,440719
02/23/2021,NV,212108
05/19/2021,TN,2310549
08/08/2021,AS,24322
02/16/2021,AS,7450
08/11/2021,AZ,3456413
03/16/2021,RP,3147
03/23/2021,NY,3127816
07/30/2021,OK,1635922
02/17/2021,RI,62354
03/22/2021,MA,1148626
04/22/2021,GU,56922
12/18/2020,GA,550
11/18/2021,FM,41870
12/14/2021,ID,819220
03/27/2021,LA,824597
02/07/2021,DE,28499
11/26/2021,VI,52209
01/09/2021,ND,4984
03/06/2021,NC,1166217
03/17/2021,MA,1033363
06/25/2021,OK,1554234
09/06/2021,MN,3320783
12/11/2021,FL,13433563
11/13/2021,MD,4048947
12/15/2021,US,201292080
07/25/2021,WA,4295049
09/08/2021,KY,2092200
02/11/2021,MO,247781
