Date,Location,Series_Complete_Cumulative
07/18/2021,RP,13279
09/19/2021,RP,15251
12/12/2021,RI,795984
05/14/2021,WA,3174911
01/29/2021,IA,72986
04/16/2021,RP,7983
08/25/2021,LA,1943338
04/17/2021,WV,809845
09/12/2021,MT,512866
07/08/2021,KS,1317475
08/14/2021,VA,4881596
10/02/2021,DC,435422
05/11/2021,WA,3043923
03/26/2021,CO,1026871
05/25/2021,MP,22010
07/30/2021,NC,4779085
11/29/2021,WV,1258332
09/20/2021,FL,12262778
06/01/2021,AK,310627
07/29/2021,NV,1379273
11/05/2021,MT,547659
12/30/2020,DC,161
02/20/2021,CT,305956
12/31/2020,SC,177
05/02/2021,MT,382148
05/11/2021,MT,407967
02/19/2021,IL,691721
04/21/2021,MP,16319
07/22/2021,AL,1708735
10/17/2021,DE,580433
12/04/2021,WV,1269925
02/24/2021,VA,695881
03/21/2021,MH,8038
08/21/2021,SD,429342
08/22/2021,OH,5649166
02/07/2021,WY,22154
06/16/2021,OK,1525198
02/17/2021,WY,39712
02/18/2021,DE,50171
12/17/2020,NJ,225
06/06/2021,MS,953539
03/28/2021,WY,111785
11/16/2021,RI,764313
03/08/2021,FM,6927
05/18/2021,MT,422049
11/11/2021,LA,2254325
05/02/2021,ME,585994
09/15/2021,DC,427457
06/23/2021,FL,9961784
10/19/2021,KY,2269247
07/31/2021,PR,2078267
10/21/2021,CA,24098102
07/27/2021,CT,2279853
03/23/2021,PR,543330
02/26/2021,ND,82959
12/23/2020,WY,16
07/26/2021,KY,1922541
01/06/2021,DE,383
02/05/2021,TX,988223
06/21/2021,NJ,4930588
06/24/2021,ND,313871
11/13/2021,SD,478045
02/16/2021,NM,187691
08/26/2021,NY,11817721
12/07/2021,FL,13374585
06/25/2021,HI,739481
08/05/2021,CO,3218646
05/19/2021,WA,3351565
07/23/2021,NH,803460
06/04/2021,MA,3943829
07/25/2021,MH,17468
03/01/2021,MO,514067
11/03/2021,KS,1566608
11/14/2021,SD,478156
04/25/2021,RP,8017
05/22/2021,IL,5716390
07/16/2021,LA,1726096
04/01/2021,ME,311178
05/13/2021,PA,5082731
05/28/2021,MS,935235
02/26/2021,NH,109731
05/02/2021,CT,1520184
07/13/2021,IA,1566390
02/06/2021,AK,52930
04/10/2021,AK,241763
10/17/2021,AS,30754
04/03/2021,LA,944554
02/17/2021,WI,335819
10/21/2021,NH,864419
11/21/2021,HI,860749
06/18/2021,PA,6210330
06/05/2021,KS,1228583
11/28/2021,VT,456360
02/07/2021,ME,55320
07/17/2021,CO,3147892
09/26/2021,AS,28268
02/22/2021,AK,101993
05/22/2021,PR,1623872
12/11/2021,HI,884707
06/13/2021,TN,2517386
12/25/2020,CO,374
11/26/2021,ID,809525
12/07/2021,US,199773964
06/19/2021,PA,6224492
11/16/2021,IN,3395204
07/06/2021,IN,2912795
08/09/2021,OH,5557100
11/07/2021,WY,260066
02/23/2021,MD,464667
04/17/2021,WA,2212862
01/01/2021,MP,1
04/05/2021,GA,1507243
06/03/2021,SD,383448
11/17/2021,AS,31317
01/23/2021,WY,6548
09/04/2021,KY,2076808
08/30/2021,RI,698901
02/24/2021,UT,234709
08/07/2021,KY,1953790
03/08/2021,NC,1197352
10/28/2021,NH,867844
12/15/2020,TX,7
10/11/2021,AL,2166503
01/13/2021,MT,10249
01/27/2021,OH,183607
12/01/2021,IL,7890204
07/20/2021,VA,4731634
09/25/2021,ME,928308
04/24/2021,GU,59068
01/04/2021,LA,1546
05/25/2021,GU,78009
12/20/2020,AR,121
10/14/2021,NE,1082273
12/08/2021,MP,37463
07/10/2021,MT,474477
03/21/2021,CT,638308
04/06/2021,RI,295161
10/12/2021,GU,119962
12/27/2020,ND,67
05/31/2021,PA,5714696
04/28/2021,LA,1350008
07/29/2021,MI,4921563
01/05/2021,VT,179
01/31/2021,ME,38630
10/21/2021,DC,443147
10/24/2021,MO,3061390
02/24/2021,MA,482115
12/31/2020,SD,5
06/06/2021,NE,885935
03/14/2021,OK,582016
12/14/2020,HI,0
10/01/2021,FM,39153
03/17/2021,IN,957780
05/20/2021,WV,974243
12/04/2021,TX,16083810
07/27/2021,WY,218032
01/01/2021,MT,315
07/11/2021,US,162726682
09/28/2021,OR,2591185
05/27/2021,NE,862654
07/31/2021,RP,13617
04/10/2021,TN,1438561
05/12/2021,SD,362195
02/12/2021,CT,221523
01/15/2021,US,2350477
01/08/2021,TN,21689
05/25/2021,HI,680006
03/12/2021,DE,129902
09/07/2021,VT,435868
04/09/2021,PR,851560
07/16/2021,NY,11125118
08/22/2021,NV,1455635
11/21/2021,WV,1250522
11/07/2021,FM,41551
08/17/2021,SC,2182170
10/20/2021,MS,1361933
10/21/2021,WV,1199153
06/07/2021,KY,1746479
04/26/2021,UT,916777
07/24/2021,MD,3571847
04/30/2021,OK,1298247
08/28/2021,WI,3177621
10/21/2021,CO,3547048
09/09/2021,IN,3188929
07/08/2021,AL,1672983
08/30/2021,NH,829880
03/04/2021,ID,171330
03/13/2021,CO,807552
08/05/2021,MI,4951402
08/16/2021,NV,1433229
08/05/2021,US,168352061
08/12/2021,OR,2423909
12/11/2021,VI,52946
03/17/2021,UT,404972
04/07/2021,NM,614915
06/26/2021,GA,3851745
09/11/2021,SD,444453
11/30/2021,ID,811889
05/23/2021,KY,1666377
02/02/2021,HI,48538
12/31/2020,MS,231
09/19/2021,WI,3281055
01/26/2021,TX,454448
04/02/2021,ME,325820
08/26/2021,AL,1878731
12/08/2021,NY,13651874
04/21/2021,WV,836517
08/04/2021,PA,6610243
01/29/2021,NV,43645
07/05/2021,GU,94681
12/23/2020,WV,363
06/06/2021,WV,1008680
01/13/2021,UT,12831
08/13/2021,MA,4492127
09/27/2021,PR,2311261
09/24/2021,TN,3143211
10/12/2021,HI,839983
12/01/2021,MD,4120898
02/18/2021,CO,400173
02/20/2021,OR,304027
08/22/2021,MT,496838
04/25/2021,MH,13022
01/18/2021,IA,16730
11/24/2021,MT,555285
05/23/2021,MH,14575
08/27/2021,NY,11846265
06/25/2021,WY,209245
07/25/2021,TN,2709526
07/17/2021,MN,3140971
09/09/2021,MA,4619990
05/29/2021,GA,3522984
11/17/2021,VA,5514625
02/12/2021,TX,1422417
06/16/2021,CT,2148043
02/20/2021,GU,19215
01/17/2021,CO,56109
01/04/2021,NE,1529
12/30/2020,MA,81
10/16/2021,OH,6037929
06/22/2021,IN,2841128
06/22/2021,NH,774470
12/08/2021,AS,31699
07/25/2021,IN,2987733
03/27/2021,MI,1755080
08/09/2021,VA,4845961
02/19/2021,RI,67463
07/09/2021,NH,793398
10/09/2021,MH,20124
04/16/2021,PA,3565014
09/25/2021,VI,48780
12/07/2021,MD,4164125
03/05/2021,RP,3137
08/28/2021,IL,7190209
10/31/2021,MS,1376901
06/20/2021,DC,386051
08/03/2021,NE,975987
12/14/2020,US,4257
01/28/2021,TN,181743
01/18/2021,CO,58807
05/03/2021,IA,1183998
12/18/2020,WA,25
01/07/2021,AS,63
09/06/2021,MD,3783559
03/29/2021,DC,120368
08/10/2021,MA,4477967
09/16/2021,FL,12154592
01/08/2021,NV,9896
10/22/2021,IA,1754763
06/07/2021,MA,4007345
06/22/2021,IL,6498718
11/20/2021,FM,42095
03/08/2021,CA,4178023
06/27/2021,VI,37138
07/15/2021,GU,97262
04/26/2021,DE,332578
08/16/2021,WY,224407
11/17/2021,RI,764839
05/17/2021,MS,899422
06/10/2021,PA,6025438
06/11/2021,OK,1506747
03/06/2021,VA,1005261
09/25/2021,GA,4764654
08/06/2021,NM,1177715
11/14/2021,WY,261803
04/22/2021,MT,343456
10/08/2021,WA,4775274
12/15/2021,CT,2633582
10/03/2021,FM,39173
10/04/2021,ND,362805
10/23/2021,PA,7271555
06/24/2021,WI,2945189
12/02/2021,VA,5614114
08/30/2021,MO,2834994
04/18/2021,NJ,2743929
01/10/2021,GA,19489
01/27/2021,AS,1023
02/13/2021,MP,5165
12/25/2020,MD,323
12/15/2020,RP,0
12/21/2020,KS,72
06/27/2021,MP,26394
11/14/2021,NM,1324444
05/28/2021,GA,3514406
06/20/2021,WV,1043251
12/11/2021,LA,2306237
09/04/2021,UT,1585048
11/05/2021,MH,21498
06/20/2021,IA,1522151
12/11/2021,RI,795466
07/15/2021,MO,2552137
05/29/2021,IN,2607019
08/02/2021,MN,3182824
12/06/2021,MT,563324
01/11/2021,VA,35709
07/03/2021,MA,4318286
10/28/2021,HI,848927
12/31/2020,NC,87
07/03/2021,WA,4172963
12/01/2021,IA,1804381
03/13/2021,MI,1265619
11/24/2021,OK,2039479
12/24/2020,MO,93
01/08/2021,DC,2563
01/15/2021,WI,39481
09/09/2021,DC,424457
02/14/2021,IN,368532
06/04/2021,NM,1031993
06/01/2021,SC,1853478
07/23/2021,VI,39542
08/28/2021,TX,13921224
04/20/2021,AR,762654
11/18/2021,TN,3372666
02/06/2021,MT,48192
09/12/2021,NJ,5643302
10/14/2021,MT,536142
09/22/2021,IN,3258751
12/20/2020,WI,24
12/25/2020,WV,439
09/19/2021,FM,37623
12/23/2020,IN,393
09/13/2021,NC,5216279
05/21/2021,AL,1481848
05/19/2021,ME,719135
08/06/2021,AZ,3431601
08/13/2021,KY,1973924
12/09/2021,WV,1277003
02/24/2021,FM,3278
04/09/2021,VA,2076806
12/19/2020,SC,60
09/01/2021,MH,19223
11/13/2021,MT,551010
02/27/2021,TN,520092
09/27/2021,OK,1907299
03/10/2021,MT,152431
01/14/2021,LA,37752
07/05/2021,VT,419446
04/11/2021,TN,1444899
10/16/2021,ME,945608
10/30/2021,KY,2294759
10/14/2021,WY,252434
11/23/2021,CA,24903967
03/23/2021,TX,3898454
06/09/2021,KY,1762495
03/16/2021,GU,32862
02/26/2021,WV,336082
12/06/2021,AZ,4047215
01/08/2021,NJ,16355
12/17/2020,NH,1
08/04/2021,NV,1395609
04/24/2021,NE,652901
12/19/2020,WI,23
12/22/2020,GA,688
06/02/2021,OR,2058414
02/13/2021,FM,1054
02/19/2021,NY,1399787
04/21/2021,DE,303974
03/06/2021,AK,137760
12/03/2021,ME,986106
10/30/2021,NV,1639120
04/19/2021,TN,1682145
06/13/2021,VI,35495
06/27/2021,LA,1672837
11/26/2021,IL,7826820
12/02/2021,NV,1691983
02/05/2021,WY,21171
04/17/2021,WY,152430
03/28/2021,MO,1021892
09/08/2021,UT,1597127
12/14/2020,VI,0
06/05/2021,RP,12491
11/24/2021,ID,809001
07/04/2021,AL,1661159
11/27/2021,IA,1792852
11/15/2021,LA,2259825
02/28/2021,PR,319093
12/14/2021,NV,1714555
10/29/2021,MD,4005103
07/14/2021,AR,1114525
09/20/2021,MN,3378108
10/07/2021,MP,34348
11/08/2021,AS,31187
11/12/2021,PA,7408835
03/26/2021,AL,677572
08/12/2021,UT,1502502
10/03/2021,ID,760285
03/16/2021,MI,1324704
05/19/2021,GA,3363687
02/05/2021,PR,133534
04/07/2021,MD,1412710
02/16/2021,LA,300866
05/01/2021,LA,1382224
09/23/2021,HI,822067
11/17/2021,NJ,5995798
03/01/2021,WY,61517
07/11/2021,MP,27759
06/06/2021,SC,1891795
09/18/2021,IL,7397244
12/08/2021,MI,5559825
12/08/2021,CO,3726489
09/15/2021,NY,12275776
09/10/2021,NM,1241969
04/15/2021,NY,5877748
07/17/2021,HI,758332
09/19/2021,AR,1388435
04/17/2021,KY,1260806
04/10/2021,IA,845238
01/16/2021,WA,57037
09/11/2021,VT,437014
04/01/2021,KS,609577
12/16/2020,MD,163
01/01/2021,GU,2
07/19/2021,ND,322846
03/30/2021,PR,651819
01/09/2021,OR,7345
06/07/2021,WA,3820191
10/06/2021,LA,2173420
05/31/2021,NC,4196814
07/30/2021,VT,426060
10/11/2021,ME,940543
01/07/2021,MP,1
12/11/2021,AR,1521734
01/28/2021,NM,72264
03/10/2021,HI,217586
05/16/2021,PR,1511058
09/09/2021,NE,1038468
09/18/2021,OK,1872121
08/17/2021,HI,779025
06/02/2021,GA,3573931
04/25/2021,OR,1311299
09/15/2021,NC,5241955
06/24/2021,NY,10687555
12/07/2021,MP,37312
07/10/2021,NM,1141810
04/20/2021,IL,3945290
12/11/2021,TX,16239240
04/05/2021,MN,1375470
04/27/2021,OH,3877926
05/10/2021,UT,1088409
03/31/2021,MT,231739
04/08/2021,CT,993058
08/18/2021,AL,1812589
09/25/2021,SC,2440154
04/03/2021,WV,665950
11/21/2021,KS,1588822
03/12/2021,AR,350259
12/01/2021,IN,3422448
07/29/2021,FM,30212
03/30/2021,AK,193166
02/26/2021,NJ,773605
10/28/2021,DE,587283
05/01/2021,MS,832320
01/22/2021,FL,249705
10/04/2021,MO,3007218
10/25/2021,PR,2354581
10/01/2021,VA,5267549
09/04/2021,NM,1229992
03/28/2021,OR,739148
08/14/2021,GU,103030
08/28/2021,WA,4476676
08/10/2021,KY,1962004
11/04/2021,FM,41451
12/30/2020,RI,12
11/01/2021,MI,5376322
11/28/2021,PA,7510475
11/28/2021,AR,1495907
03/29/2021,KY,797101
04/23/2021,MT,350362
01/07/2021,ND,3004
06/06/2021,NH,733388
09/21/2021,HI,818884
02/12/2021,NY,1056029
08/07/2021,NJ,5337613
08/04/2021,CT,2298848
11/05/2021,FM,41500
01/13/2021,OR,20369
01/13/2021,FL,111289
03/10/2021,GU,28513
06/26/2021,ND,314648
08/29/2021,ME,896435
12/01/2021,NY,13492027
12/31/2020,LA,702
05/19/2021,ID,593898
03/11/2021,AZ,943928
10/05/2021,OH,5978160
06/02/2021,FM,21669
03/15/2021,TX,3369691
12/24/2020,TX,1343
05/17/2021,DC,335802
07/20/2021,MH,17342
01/22/2021,SC,49335
08/06/2021,CT,2304655
12/07/2021,CA,25462068
06/21/2021,WV,1044145
07/15/2021,MH,17164
02/21/2021,NJ,609402
12/21/2020,PR,114
08/25/2021,FL,11398283
03/05/2021,NH,127276
08/04/2021,UT,1480237
12/06/2021,MH,22404
05/19/2021,IL,5587984
11/27/2021,CT,2568045
06/26/2021,VT,416478
08/18/2021,OH,5619815
09/09/2021,ND,347059
02/10/2021,MS,113573
07/30/2021,MD,3596574
08/26/2021,MS,1168361
07/17/2021,RI,657557
10/30/2021,TN,3320414
02/04/2021,AZ,191849
04/30/2021,RP,8866
07/02/2021,WA,4168078
02/25/2021,PR,299818
12/23/2020,AR,161
04/14/2021,GA,1963339
09/03/2021,FM,35357
11/16/2021,NE,1105031
02/18/2021,IL,644128
05/17/2021,MH,14271
05/27/2021,MD,3004916
04/24/2021,DC,231960
11/22/2021,NC,5697296
01/19/2021,SC,38762
11/25/2021,PA,7486001
01/02/2021,ND,102
12/11/2021,WY,270429
12/26/2020,US,15748
05/04/2021,NM,865591
08/03/2021,WA,4337475
06/20/2021,UT,1363882
04/15/2021,NV,755420
10/07/2021,FM,39549
10/17/2021,CT,2506843
06/14/2021,LA,1627112
10/23/2021,AS,30910
04/10/2021,US,81411239
05/19/2021,KY,1644237
09/19/2021,HI,816305
11/11/2021,RP,15708
09/09/2021,SD,443267
03/31/2021,AS,13913
04/01/2021,MP,12212
05/08/2021,ND,278752
11/10/2021,RI,761435
01/14/2021,ND,7323
04/20/2021,TX,7508454
12/21/2020,MD,245
02/04/2021,IL,343460
06/12/2021,PR,1848899
05/04/2021,US,117596256
10/02/2021,HI,832456
09/28/2021,NH,851271
10/18/2021,MT,537999
07/26/2021,NY,11270841
01/12/2021,GU,1735
08/26/2021,KY,2029531
09/23/2021,MA,4680389
12/26/2020,CO,390
08/09/2021,SC,2146849
02/15/2021,NE,115314
08/31/2021,SD,436769
06/30/2021,AK,337059
02/16/2021,OH,602264
12/10/2021,WA,5081156
05/06/2021,KY,1533130
06/19/2021,RP,12530
01/24/2021,VA,92441
06/10/2021,AL,1578049
08/24/2021,GA,4315057
10/11/2021,CA,23852659
11/11/2021,IL,7763339
05/12/2021,OK,1378512
05/14/2021,MA,3292800
01/17/2021,NE,17679
08/01/2021,RI,668763
09/16/2021,AK,370150
02/28/2021,NV,261703
04/25/2021,LA,1303680
06/16/2021,WY,205382
01/17/2021,IL,122932
11/18/2021,CA,24796437
03/10/2021,NM,346918
04/02/2021,KS,632747
04/27/2021,UT,931940
07/14/2021,CA,20767211
06/22/2021,DC,387328
09/14/2021,AS,27006
01/21/2021,MD,55799
06/29/2021,MO,2492829
12/10/2021,PR,2411709
04/07/2021,IL,2978140
02/28/2021,RP,3136
03/25/2021,ME,260761
07/13/2021,OK,1594471
01/04/2021,AS,0
11/28/2021,DE,601783
08/15/2021,SD,424754
02/14/2021,NV,129665
12/02/2021,MT,559579
06/22/2021,RI,633912
12/14/2020,AL,12
08/06/2021,SC,2138575
01/16/2021,TX,209092
05/21/2021,NM,985214
08/02/2021,NJ,5300973
02/07/2021,NC,356853
04/11/2021,GU,43798
09/18/2021,MT,518133
10/28/2021,MP,34807
08/16/2021,WI,3118336
07/07/2021,MN,3109291
10/22/2021,SD,468365
05/01/2021,AL,1260924
05/13/2021,TX,10017854
11/01/2021,CO,3580150
11/08/2021,NH,873866
04/29/2021,CA,13315452
08/17/2021,AK,355192
09/30/2021,FM,39101
07/14/2021,KY,1897559
12/19/2020,FL,195
02/14/2021,AR,168435
11/14/2021,HI,857420
05/22/2021,MP,21737
06/06/2021,MT,446365
06/21/2021,WI,2924165
07/05/2021,MI,4801831
02/27/2021,SC,441875
05/03/2021,ID,532643
07/27/2021,IA,1586465
07/19/2021,VI,39107
01/30/2021,IA,75151
07/29/2021,FL,10677669
02/16/2021,ND,58206
09/16/2021,OH,5849112
11/12/2021,NH,876329
04/05/2021,VT,160519
10/21/2021,FM,40485
12/12/2021,MP,37967
05/03/2021,AR,882492
09/30/2021,RP,15525
04/27/2021,WY,167510
02/13/2021,PR,189738
02/02/2021,VI,2698
03/14/2021,AL,545099
08/06/2021,GU,101554
02/21/2021,OK,351913
03/05/2021,ID,179295
07/30/2021,TN,2731510
08/02/2021,ID,683313
11/21/2021,OR,2699544
08/13/2021,PA,6683153
08/12/2021,VI,41594
04/15/2021,CT,1157342
08/17/2021,AZ,3494680
05/27/2021,VT,361160
07/27/2021,MO,2602918
04/06/2021,ND,196484
10/20/2021,NY,12956175
12/08/2021,PR,2407552
07/09/2021,AR,1106632
03/25/2021,LA,779456
03/06/2021,MH,4886
04/06/2021,PR,759747
11/29/2021,NC,5731691
03/11/2021,SC,597796
03/25/2021,AR,445272
03/01/2021,DE,98053
01/05/2021,ID,1318
03/24/2021,WA,1294046
08/21/2021,WA,4430991
07/02/2021,ND,317653
06/01/2021,CO,2760402
10/17/2021,UT,1717042
03/20/2021,NE,322032
10/17/2021,ME,945960
07/12/2021,OR,2349278
04/27/2021,SC,1474717
12/04/2021,CA,25346776
12/15/2021,MH,22435
12/24/2020,TN,1647
11/02/2021,SD,473173
03/04/2021,KY,462017
03/07/2021,MS,298777
04/02/2021,NH,275575
09/06/2021,OK,1805379
07/10/2021,KY,1888515
03/27/2021,RP,5262
03/12/2021,VA,1162630
02/20/2021,GA,573805
07/11/2021,DE,511985
12/11/2021,IL,8036491
09/20/2021,KS,1495956
03/07/2021,MH,4887
09/20/2021,KY,2157481
02/19/2021,GU,18462
01/04/2021,WV,1429
05/05/2021,VA,3299658
09/11/2021,OK,1835810
12/10/2021,CT,2621977
02/13/2021,NM,178723
01/14/2021,AK,12938
02/21/2021,DE,58367
03/13/2021,NH,170335
09/15/2021,WY,238663
10/18/2021,RP,15627
04/07/2021,FM,10768
03/01/2021,RI,89789
06/29/2021,AS,21554
09/06/2021,NC,5129120
10/12/2021,AK,383742
10/03/2021,RP,15540
06/28/2021,WA,4130907
01/10/2021,MT,7027
03/11/2021,FM,7590
09/12/2021,WI,3245475
09/23/2021,RI,726173
08/08/2021,ME,876979
11/24/2021,UT,1793082
11/27/2021,NY,13409564
07/27/2021,CO,3184023
08/12/2021,WA,4381382
09/27/2021,MS,1315805
12/30/2020,VT,45
09/11/2021,KS,1473494
03/08/2021,OH,1324818
03/29/2021,TX,4572426
05/10/2021,RP,9140
02/20/2021,CO,437276
04/07/2021,CT,964133
10/19/2021,NH,863367
02/16/2021,TX,1506874
12/07/2021,MS,1416358
10/20/2021,VI,50514
06/11/2021,NJ,4755755
02/13/2021,MD,306504
08/03/2021,OH,5524663
11/09/2021,DC,450731
12/18/2020,LA,227
03/13/2021,NJ,1168717
03/28/2021,NC,1889154
11/09/2021,NC,5646379
01/22/2021,MH,9
01/31/2021,NV,46291
07/11/2021,GA,3945852
06/19/2021,AK,330629
02/06/2021,CA,1037205
05/16/2021,OH,4594330
08/17/2021,OK,1699798
02/24/2021,TX,1979007
11/13/2021,ME,965731
08/14/2021,RI,680188
03/04/2021,AK,129967
01/18/2021,AS,844
01/20/2021,WV,51202
04/13/2021,AL,949415
03/08/2021,IN,776453
08/09/2021,ME,877803
10/08/2021,NM,1290367
06/17/2021,ME,831727
01/18/2021,ME,12115
12/27/2020,DC,145
06/15/2021,VT,408771
01/18/2021,ND,8099
02/25/2021,MN,511454
05/04/2021,NJ,3550341
01/01/2021,,0
04/11/2021,IL,3297078
07/11/2021,GU,96414
09/01/2021,OH,5729825
09/24/2021,SD,454474
03/17/2021,US,46569255
07/28/2021,MP,29336
06/05/2021,FL,9263434
08/29/2021,WY,230031
02/10/2021,AR,145484
05/30/2021,OH,4858262
06/29/2021,WI,2967039
07/20/2021,WA,4271094
11/26/2021,AS,31394
09/28/2021,VT,440803
07/14/2021,MP,28131
09/27/2021,KS,1511138
12/25/2020,LA,493
03/12/2021,VI,12573
06/28/2021,UT,1389942
05/08/2021,IL,5061599
06/14/2021,WV,1030404
08/09/2021,IN,3042543
11/11/2021,OR,2687740
04/23/2021,MH,12979
05/20/2021,NV,1118555
07/30/2021,CT,2288322
12/09/2021,CT,2618239
12/17/2020,PR,64
05/04/2021,OH,4201415
06/25/2021,WI,2952104
07/08/2021,ND,319612
11/11/2021,MT,550237
05/19/2021,AL,1461387
04/07/2021,AS,14911
10/15/2021,FM,40147
06/30/2021,OH,5341595
11/24/2021,CO,3642005
12/20/2020,NC,14
02/18/2021,DC,41799
06/02/2021,CA,18283342
05/01/2021,WV,913292
05/21/2021,CT,1908757
03/27/2021,MA,1302163
05/06/2021,NM,893719
03/21/2021,AL,618247
05/31/2021,VT,368054
05/02/2021,GA,2859183
05/01/2021,MO,1932351
08/08/2021,NJ,5341050
09/03/2021,AR,1332016
03/23/2021,ME,242947
05/26/2021,UT,1229511
08/12/2021,WY,223059
09/15/2021,KS,1483179
03/24/2021,IL,2196356
02/06/2021,RP,373
06/11/2021,US,152168081
04/19/2021,SC,1316765
09/11/2021,PR,2249443
05/04/2021,NV,972896
02/15/2021,AZ,347426
09/20/2021,VT,439101
11/20/2021,LA,2269136
05/19/2021,FM,19037
12/11/2021,AK,406934
07/13/2021,DC,398998
08/19/2021,SD,428023
11/22/2021,IL,7810166
08/06/2021,IL,6956025
05/17/2021,US,133605589
07/31/2021,DC,406675
12/21/2020,NJ,250
06/29/2021,OK,1562996
01/31/2021,NJ,169495
04/09/2021,TN,1419396
02/09/2021,OH,428652
10/08/2021,OR,2627403
05/04/2021,PA,4582820
04/21/2021,NY,6422001
06/04/2021,UT,1278128
02/19/2021,ME,96253
04/25/2021,NJ,3084273
05/16/2021,SC,1735069
03/22/2021,NJ,1417181
10/27/2021,RI,754059
08/25/2021,WV,1108731
07/13/2021,MP,28003
12/09/2021,DE,612359
08/01/2021,TX,13030590
02/21/2021,AR,189592
10/16/2021,OR,2646179
05/21/2021,ND,291143
07/06/2021,OH,5378814
10/01/2021,PA,7123408
04/23/2021,WV,864443
07/27/2021,MH,17543
01/25/2021,VT,14928
01/05/2021,PA,2502
03/11/2021,GU,29849
02/20/2021,AL,249417
09/17/2021,CO,3421179
07/22/2021,WV,1076934
11/07/2021,CA,24527059
06/06/2021,CO,2832120
01/04/2021,ID,481
09/16/2021,AL,2044108
04/24/2021,MA,2407303
08/05/2021,MT,486202
09/29/2021,MA,4703269
01/23/2021,HI,24710
04/10/2021,FL,4954696
08/20/2021,AK,357172
03/05/2021,WV,379309
05/26/2021,KS,1194654
01/20/2021,OH,79025
12/03/2021,NM,1347740
04/06/2021,HI,374407
10/31/2021,TX,15585804
02/06/2021,MO,185447
02/18/2021,IA,174104
03/05/2021,NJ,937252
09/28/2021,NY,12555742
10/24/2021,CO,3555145
05/30/2021,MO,2298702
03/09/2021,MH,5478
07/07/2021,NJ,5109154
10/23/2021,WI,3400921
10/13/2021,WI,3375148
06/29/2021,NM,1122747
10/10/2021,NV,1600868
02/11/2021,OH,505512
04/03/2021,NV,578617
07/03/2021,LA,1692798
06/09/2021,OR,2160733
12/14/2021,DE,615382
09/06/2021,UT,1586743
06/22/2021,VI,36644
09/25/2021,MA,4688657
10/12/2021,LA,2190386
11/07/2021,GA,5127836
02/26/2021,VA,777146
05/06/2021,TN,2125459
07/30/2021,HI,766665
03/11/2021,DC,79147
08/21/2021,KS,1410839
10/22/2021,TN,3293349
02/10/2021,GA,334573
07/22/2021,HI,761353
07/18/2021,AK,344140
08/29/2021,OH,5709728
02/28/2021,AS,9505
05/08/2021,MS,869741
06/13/2021,MA,4125658
01/19/2021,MD,45065
10/26/2021,HI,847669
05/29/2021,ND,296282
07/23/2021,TN,2705822
05/26/2021,WV,986416
07/07/2021,GU,95418
04/20/2021,MI,2913056
06/20/2021,MN,3035593
10/19/2021,AZ,3850218
01/07/2021,TX,71706
04/14/2021,MH,11889
10/11/2021,RP,15610
07/15/2021,SC,2070710
06/13/2021,FM,23599
01/29/2021,OH,223584
04/22/2021,IA,1025267
08/06/2021,ND,328701
07/04/2021,SC,2034255
10/22/2021,SC,2562665
02/11/2021,MH,737
01/17/2021,US,2463719
11/05/2021,OH,6133482
03/27/2021,OK,772959
01/23/2021,AZ,84091
08/20/2021,MT,496190
08/19/2021,NE,998836
03/02/2021,FM,5605
06/18/2021,TX,11978857
08/12/2021,MS,1097957
02/05/2021,NE,81618
08/01/2021,DE,525830
02/13/2021,MH,948
06/14/2021,MS,976914
05/12/2021,PR,1448689
12/16/2020,NY,87
12/25/2020,FL,970
03/15/2021,ND,122678
10/26/2021,CT,2522544
07/02/2021,RI,645465
05/16/2021,IL,5443611
01/16/2021,MI,75791
03/14/2021,MH,6588
05/18/2021,KS,1162704
07/11/2021,NH,794596
11/02/2021,RP,15681
10/30/2021,HI,850035
04/26/2021,MP,17299
05/01/2021,DC,265481
12/15/2020,DC,13
06/19/2021,NV,1281504
01/23/2021,OR,48781
10/27/2021,IL,7689507
06/30/2021,TN,2617544
03/06/2021,VT,74297
08/18/2021,AR,1233181
10/21/2021,MD,3978650
05/24/2021,IN,2539450
08/07/2021,IA,1603324
11/20/2021,AR,1489019
05/15/2021,LA,1482626
11/28/2021,AL,2268376
05/19/2021,OH,4667243
06/03/2021,RP,12491
05/15/2021,AL,1427724
04/13/2021,FL,5238168
06/29/2021,TN,2612457
06/08/2021,MD,3197175
05/19/2021,NC,4041337
02/27/2021,GA,695504
06/09/2021,AR,1038094
07/20/2021,WY,216017
11/29/2021,MA,4919581
07/10/2021,WY,213629
06/08/2021,ID,633183
06/22/2021,CA,19912975
09/05/2021,MA,4603551
04/13/2021,TX,6738447
06/27/2021,NJ,5013630
01/03/2021,AK,136
07/29/2021,CO,3192726
10/23/2021,GU,121512
03/18/2021,NC,1555124
01/10/2021,AS,262
04/23/2021,NC,3270203
11/12/2021,NE,1103082
08/24/2021,IN,3115849
04/25/2021,GA,2520510
09/11/2021,DC,425502
09/24/2021,IL,7460735
10/13/2021,MA,4756103
10/19/2021,OH,6051041
05/27/2021,DC,359116
06/20/2021,AK,330829
08/25/2021,ID,705952
09/04/2021,MS,1214423
02/01/2021,WY,13877
11/03/2021,WI,3423863
10/12/2021,MO,3031963
08/30/2021,FM,34746
10/13/2021,VA,5340992
03/25/2021,HI,291464
03/06/2021,WV,383825
